date,JPM,META,NVDA,TSLA
2023-11-13,138.0956573486328,326.3243713378906,48.52946090698242,223.7100067138672
2023-11-14,140.61546325683594,333.38238525390625,49.563533782958984,237.41000366210938
2023-11-15,141.846923828125,329.813720703125,48.796966552734375,242.83999633789062
2023-11-16,143.466796875,331.2807922363281,49.38786315917969,233.58999633789062
2023-11-17,144.7645721435547,332.12347412109375,49.206207275390625,234.3000030517578
2023-11-20,145.20977783203125,337.0105285644531,50.31513595581055,235.60000610351562
2023-11-21,144.9066619873047,334.04656982421875,49.85100555419922,241.1999969482422
2023-11-22,145.2476806640625,338.51727294921875,48.625282287597656,234.2100067138672
2023-11-24,145.4466094970703,335.28564453125,47.687034606933594,235.4499969482422
2023-11-27,145.11508178710938,331.786376953125,48.15217208862305,236.0800018310547
2023-11-28,145.4466094970703,336.0390625,47.73195266723633,246.72000122070312
2023-11-29,146.1855010986328,329.3081359863281,48.050357818603516,244.13999938964844
2023-11-30,147.8527069091797,324.3021240234375,46.68291091918945,240.0800018310547
2023-12-01,148.57264709472656,321.9924011230469,46.67791748046875,238.8300018310547
2023-12-04,149.6620330810547,317.23419189453125,45.425254821777344,235.5800018310547
2023-12-05,149.64309692382812,315.519287109375,46.48337173461914,238.72000122070312
2023-12-06,148.07061767578125,314.68658447265625,45.422264099121094,239.3699951171875
2023-12-07,148.52528381347656,323.7469482421875,46.51332092285156,242.63999938964844
2023-12-08,150.16409301757812,329.85333251953125,47.42171096801758,243.83999633789062
2023-12-11,150.71356201171875,322.4483947753906,46.54426956176758,239.74000549316406
2023-12-12,152.0587158203125,331.3105773925781,47.572444915771484,237.00999450683594
2023-12-13,152.57020568847656,331.82598876953125,48.00267028808594,239.2899932861328
2023-12-14,155.34576416015625,330.26971435546875,48.26420593261719,251.0500030517578
2023-12-15,156.52041625976562,332.00445556640625,48.80324935913086,253.5
2023-12-18,157.46771240234375,341.6200256347656,49.98815155029297,252.0800018310547
2023-12-19,159.57066345214844,347.31005859375,49.51598358154297,257.2200012207031
2023-12-20,157.7708282470703,346.2394714355469,48.025638580322266,247.13999938964844
2023-12-21,158.67076110839844,351.0075988769531,48.903076171875,254.5
2023-12-22,158.57601928710938,350.31365966796875,48.743350982666016,252.5399932861328
2023-12-26,159.51385498046875,351.74114990234375,49.191566467285156,256.6099853515625
2023-12-27,160.47059631347656,354.715087890625,49.32931900024414,261.44000244140625
2023-12-28,161.32318115234375,355.2008361816406,49.43413543701172,253.17999267578125
2023-12-29,161.13372802734375,350.878662109375,49.43413543701172,248.47999572753906
2024-01-02,163.0093231201172,343.2755432128906,48.0825309753418,248.4199981689453
2024-01-03,162.29888916015625,341.4713439941406,47.48460006713867,238.4499969482422
2024-01-04,163.3759307861328,344.0982666015625,47.91283416748047,237.92999267578125
2024-01-05,164.19561767578125,348.88623046875,49.009883880615234,237.49000549316406
2024-01-08,163.9573211669922,355.5378112792969,52.160282135009766,240.4499969482422
2024-01-09,162.66107177734375,354.3185729980469,53.04570770263672,234.9600067138672
2024-01-10,163.00418090820312,367.2449951171875,54.253562927246094,233.94000244140625
2024-01-11,162.31796264648438,366.4520263671875,54.724727630615234,227.22000122070312
2024-01-12,161.12652587890625,371.2300720214844,54.6129264831543,218.88999938964844
2024-01-16,160.11619567871094,364.26123046875,56.28196334838867,219.91000366210938
2024-01-17,159.25839233398438,365.16326904296875,55.953548431396484,215.5500030517578
2024-01-18,159.57293701171875,372.8557434082031,57.005672454833984,211.8800048828125
2024-01-19,162.32745361328125,380.11199951171875,59.38544464111328,212.19000244140625
2024-01-22,162.13685607910156,378.45654296875,59.54815673828125,208.8000030517578
2024-01-23,161.0693359375,381.8468017578125,59.76676559448242,209.13999938964844
2024-01-24,162.50857543945312,387.2989196777344,61.25312423706055,207.8300018310547
